1.000000000000000048e-04 3.300024112655195836e+02
1.011591112223829728e-04 3.337023744821768787e+02
1.023316578330244966e-04 3.374437731914632081e+02
1.035177955630176363e-04 3.412270695772939462e+02
1.047176819485520245e-04 3.450527309434580161e+02
1.059314763518370031e-04 3.489212297697598615e+02
1.071593399822671198e-04 3.528330437687714038e+02
1.084014359178330883e-04 3.567886559432138824e+02
1.096579291267809898e-04 3.607885546884542691e+02
1.109289864895222780e-04 3.648332339825438453e+02
1.122147768207980425e-04 3.689231933218797508e+02
1.135154708920999033e-04 3.730589377407948746e+02
1.148312414543511137e-04 3.772409778724200464e+02
1.161622632608502026e-04 3.814698300102418784e+02
1.175087130904807752e-04 3.857460161702800292e+02
1.188707697711903445e-04 3.900700641539923481e+02
1.202486142037412301e-04 3.944425075981799296e+02
1.216424293857368039e-04 3.988638855621450716e+02
1.230524004359261579e-04 4.033347424427976193e+02
1.244787146187906256e-04 4.078556285907286565e+02
1.259215613694151213e-04 4.124271004126343314e+02
1.273811323186478520e-04 4.170497204369002588e+02
1.288576213185518003e-04 4.217240573798799801e+02
1.303512244681509209e-04 4.264506862128920943e+02
1.318621401394748729e-04 4.312301882299120734e+02
1.333905690039058638e-04 4.360631511536889775e+02
1.349367140588306701e-04 4.409501694335303341e+02
1.365007806546013845e-04 4.458918441758866607e+02
1.380829765218092534e-04 4.508887831073507755e+02
1.396835117988739897e-04 4.559416006461685811e+02
1.413025990599533870e-04 4.610509179748577822e+02
1.429404533431761061e-04 4.662173631136510039e+02
1.445972921792019735e-04 4.714415709946953257e+02
1.462733356201130139e-04 4.767241835345867571e+02
1.479688062686396383e-04 4.820658493170362817e+02
1.496839293077255632e-04 4.874672232125081450e+02
1.514189325304352289e-04 4.929289671467153653e+02
1.531740463702080011e-04 4.984517502782836686e+02
1.549495039314631917e-04 5.040362490760765013e+02
1.567455410205595065e-04 5.096831473973666107e+02
1.585623961771137158e-04 5.153931365667694990e+02
1.604003107056820173e-04 5.211669154560412380e+02
1.622595287078087273e-04 5.270051905407585764e+02
1.641402971144466632e-04 5.329086756800517151e+02
1.660428657187529853e-04 5.388780922742600978e+02
1.679674872092653496e-04 5.449141695665651923e+02
1.699144172034626271e-04 5.510176447311655465e+02
1.718839142817145805e-04 5.571892629573645763e+02
1.738762400216250798e-04 5.634297775345301034e+02
1.758916590327733002e-04 5.697399499379246208e+02
1.779304389918577567e-04 5.761205499153936671e+02
1.799928506782476725e-04 5.825723555411482266e+02
1.820791680099462630e-04 5.890961532123496909e+02
1.841896680799711133e-04 5.956927378285728309e+02
1.863246311931559835e-04 6.023629129091332288e+02
1.884843409033795745e-04 6.091074906840515268e+02
1.906690840512252356e-04 6.159272921859726466e+02
1.928791508020778235e-04 6.228231473429839298e+02
1.951148346846616683e-04 6.297958950723785847e+02
1.973764326300255834e-04 6.368463833301689192e+02
1.996642450109793916e-04 6.439754678010426687e+02
2.019785756819878484e-04 6.511840116487534260e+02
2.043197320195270865e-04 6.584728871638236569e+02
2.066880249629082160e-04 6.658429759544097806e+02
2.090837690555750453e-04 6.732951690416682595e+02
2.115072824868795298e-04 6.808303669559796845e+02
2.139588871343421834e-04 6.884494798341119122e+02
2.164389086064020889e-04 6.961534275173429478e+02
2.189476762856621176e-04 7.039431396734037207e+02
2.214855233726359721e-04 7.118195560253958547e+02
2.240527869300018495e-04 7.197836263696026435e+02
2.266498079273692845e-04 7.278363106195477030e+02
2.292769312865648918e-04 7.359785789089836499e+02
2.319345059274427814e-04 7.442114116960232195e+02
2.346228848142263134e-04 7.525357998682803782e+02
2.373424250023866691e-04 7.609527448489989183e+02
2.400934876860652035e-04 7.694632586971239334e+02
2.428764382460451090e-04 7.780683633103329839e+02
2.456916462982790305e-04 7.867690895877985895e+02
2.485394857429798965e-04 7.955664790604756718e+02
2.514203348142797370e-04 8.044615842043200473e+02
2.543345761304648903e-04 8.134554685488302539e+02
2.572825967447932359e-04 8.225492067865606032e+02
